Timestamp,Model,Samples,Precision,Recall,F1_Score,Device,Model_Type
12/8/2025 19:32,ToG,645,0.5696,0.5098,0.5238,cuda,microsoft/deberta-xlarge-mnli
12/8/2025 19:32,LLM (Baseline),645,0.5436,0.5079,0.5126,cuda,microsoft/deberta-xlarge-mnli
